timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,tool_temperature
1242.6799999999998,-0.0841730225249436,-0.2089845861801813,0.356264529274507,1.3034222857459634,1.1170923196818374,-1.7989930939294383,0,31.47943687438965,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3222666978836059,47.78799819946289,47.87900161743164,48.01499938964844,47.8489990234375,47.92499923706055,47.8489990234375,36.0
1242.688,-0.0841741036856287,-0.2089825452074573,0.3562619088121316,1.3034482779952048,1.1170573338432954,-1.7990127547427062,0,31.47943687438965,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.2148458659648895,47.78799819946289,47.87900161743164,48.01499938964844,47.8489990234375,47.92499923706055,47.8489990234375,36.0
1242.696,-0.0841677894801757,-0.2089834160373246,0.3562579720236846,1.303432714851135,1.1170743850113312,-1.7990126576338836,0,31.47943687438965,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.2864562273025512,47.78799819946289,47.87900161743164,48.01499938964844,47.8489990234375,47.92499923706055,47.8489990234375,36.0
1242.704,-0.0841741189892463,-0.2089822254963099,0.356266613337004,1.3034466324267282,1.1170585722266624,-1.799012592415453,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3580718636512756,47.803001403808594,47.87900161743164,48.01499938964844,47.83399963378906,47.92499923706055,47.8489990234375,36.0
1242.712,-0.0841711430309868,-0.2089834315503504,0.3562613832794352,1.3034422770960936,1.1170707727057625,-1.7989830807647933,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3580718636512756,47.803001403808594,47.90999984741211,48.01499938964844,47.83399963378906,47.90999984741211,47.8489990234375,36.0
1242.752,-0.0841868711734229,-0.2089825960999525,0.3562722361929202,1.3034899414971963,1.1170253538354205,-1.7989255973927645,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.2864562273025512,47.803001403808594,47.90999984741211,48.02999877929688,47.83399963378906,47.90999984741211,47.8489990234375,36.0
1242.76,-0.0841667284946902,-0.2089836749322671,0.3562623339199138,1.3034168876648031,1.1171050335992865,-1.799020092265479,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3222666978836059,47.803001403808594,47.90999984741211,48.02999877929688,47.83399963378906,47.90999984741211,47.8489990234375,36.0
1242.768,-0.0841801181379084,-0.2089843462469887,0.3562676125338837,1.303441323728123,1.1171077502802065,-1.7989692477975057,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3222666978836059,47.803001403808594,47.90999984741211,48.02999877929688,47.83399963378906,47.90999984741211,47.8489990234375,36.0
1242.7759999999998,-0.0841872493190173,-0.2089815068134381,0.3562738942873221,1.3034983930920103,1.11701611863826,-1.798953659872657,0,31.479494094848636,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3580718636512756,47.803001403808594,47.90999984741211,48.02999877929688,47.83399963378906,47.90999984741211,47.8489990234375,36.0
1242.784,-0.0841685048864985,-0.2089833936679146,0.3562624159759883,1.303412370397944,1.1171114164094278,-1.7990484503425173,0,31.47954559326172,32.75998306274414,31.4799919128418,38.40998458862305,37.23998260498047,38.139984130859375,48.13019943237305,0.3938823342323303,47.81800079345703,47.90999984741211,48.02999877929688,47.8489990234375,47.90999984741211,47.8489990234375,36.0
